OrderID,ProductID,ProductName,SupplierID,SupplierName,ManufacturerID,ManufacturerName,DistributorID,DistributorName,RetailerID,RetailerName,CustomerID,CustomerName,OrderDate,ShipDate,DeliveryDate,OrderQuantity,ShipQuantity,DeliveryQuantity,OrderStatus,ShipmentStatus,TotalCost,PaymentStatus
3ce9cf9f-38c0-4c1f-9140-83c42d81f827,8bac58e4-b5f3-4353-958f-bbb430c0ea76,EcoFresh Water Bottle,da21bb9f-6529-4b08-9e0b-c87845a5461c,"Adams, Proctor and Gilmore",bf9a2329-202d-4eb5-88be-64b28f2aa702,Lucas Inc,b0363def-5cf8-466f-a153-776f3ed08ec6,"Parsons, Montes and Carpenter",362ee23f-7b17-46e7-8a16-b0155b5f0738,"Estrada, Martinez and House",8eb886d2-221a-45bf-9e99-aaa60f2fd956,Curtis White,02-10-2023,26-01-2024,26-01-2024,19,19,19,Ordered,In Transit,481.1,Overdue
c1e29151-c46f-4d95-a3ae-f1f958be168a,737f1fd7-9631-4204-9214-994b66c58839,EcoFresh Water Bottle,b49e17ed-04aa-4d28-900c-9896695f832e,Green Group,56ddc9eb-8de1-4321-86f2-8b5ba3685156,"Lutz, Dyer and Thompson",4dee922b-184e-493a-9342-2e996ebf62d5,Pearson-Foster,0e3c3821-412d-4a77-855f-f10de2ce0c3a,"Wolf, Spencer and Randolph",cfe439bf-e707-40c9-a48f-f67d390ddc77,Michael Perez,01-02-2024,01-02-2024,01-02-2024,84,8,8,Delivered,Delivered,419.72,Overdue
3e959992-ccda-4f55-a248-febd5628f39d,bf6cb67d-1829-412e-98d5-b43f551e57aa,EcoFresh Water Bottle,159f11bf-e963-4c5e-b944-07ee59413dc7,"Williams, Turner and Patel",2e89cf6e-9ee3-4a44-9561-c308995105fc,Johnson-James,1c371083-02c7-4bfd-a766-b5945f705c29,"Reid, Solis and Sanders",030d3fa2-5f01-4061-97ab-48cda1b3e78c,"Doyle, Moss and Martinez",9451ad4e-54ab-4c60-8914-daccb36a0890,Rita Roberson,28-06-2023,29-11-2023,06-02-2024,15,15,15,Shipped,In Transit,75.86,Paid
5d152813-fd71-4b81-ad75-cd04fe7b0a07,e4100a96-fb19-4726-85f2-b5ee5be08c54,EcoFresh Water Bottle,6f04f12d-dd5a-4e55-b2b8-8ae431ec8212,"Strickland, Lopez and Wilkins",397de120-138b-4de7-b6b8-fe94c6e4760a,Meadows LLC,4f4523ab-f5d8-41bd-8fd9-258945507e8c,Lawrence LLC,9851a8ea-6137-4b95-b302-2c3cfa2f37bd,Shepherd-Garcia,fb403ee6-fde3-419d-95f6-34035206b1f0,Hannah Smith,06-07-2023,28-08-2023,16-05-2024,88,8,8,Delivered,In Transit,685.78,Paid
9b5dab85-e779-4203-9e4f-00651484c07a,44924b63-ffc0-4e87-acf3-863a18255915,EcoFresh Water Bottle,3357be12-f501-4c12-9e75-c385f3161113,King Group,1487435a-9ae6-456e-90ec-6b77e2f41f0b,Calderon-Khan,a68bdc75-7039-4e7c-90f5-f32024cd30a5,Dennis Group,14f268c6-5623-429e-a2f2-6a1584d58c7c,"Rivera, Humphrey and Nelson",e6b28dd3-1de0-41ae-b3eb-c349798e90de,Ryan Padilla,11-05-2024,11-05-2024,11-05-2024,66,10,10,Delivered,Delivered,837.56,Pending
8596eb50-bed7-45ba-8f8c-04134238bcf0,58b351e0-0395-4e42-b0da-35241ef8727b,EcoFresh Water Bottle,5cbf9b50-4abf-4e9b-a51e-d6eae1a75941,Rodriguez-Wilson,a40cb894-7b2b-4516-937f-b2bfb100a2ac,"Perez, Wright and Garcia",ff4a1d31-9fb4-49ef-9e40-b640915a432d,Lynch and Sons,f8e3f610-7fc5-45f5-bd42-15dbfd2c5e12,Nelson-Patterson,fe27c21a-7811-4f86-b66e-02c7837cb1f8,Mr. Bobby Lewis,24-07-2023,13-09-2023,30-03-2024,98,12,12,Ordered,In Transit,433.76,Pending
308dcf76-9233-4549-9a4b-952a2e0a9d76,228487dc-8b94-49c8-9e1b-fc7387a44ae9,EcoFresh Water Bottle,29171eba-93d4-4d91-949c-6d590216d711,"Sanders, Stewart and Bryant",2d905146-25ef-43e5-8194-a5a2e235539f,Castro-Campbell,e55638e8-3e64-4fc3-917a-a7dee663ac04,Thomas-Drake,cb9ec7db-0feb-4a12-90ae-d5f5b0ab0f5d,"Bennett, Hernandez and Thomas",92956d01-6048-4505-a513-ba57a2f1dffd,John Watkins,23-07-2023,23-07-2023,14-12-2023,29,29,6,Delivered,Delivered,532.02,Paid
24dac528-7544-4fa4-9295-90d22cb4d036,52ac90c2-c8c9-4cde-a00c-297f0cdff65f,EcoFresh Water Bottle,a48e81cb-5fc7-4308-b6da-87948a514901,Bonilla-Wilson,80f7abac-79fb-452c-bdf0-a8396ba5c456,"Allen, Keller and Hale",c93c867a-f8b4-43f7-81b7-3ec40212660c,"Jones, Santos and Atkins",8f2a4063-1ca5-4541-b784-5b0b2eefe2a3,Miller-Garcia,54e417aa-8d8c-4d08-bde1-a97b0f4b19f6,Brandon Parsons,22-02-2024,22-02-2024,22-02-2024,20,20,20,Ordered,In Transit,208.67,Overdue
8a60ae18-31c4-47fd-ac3c-482659779bed,ac3d913b-b097-4d1a-b619-af9a5e50e9ce,EcoFresh Water Bottle,39f20680-2cc9-42ab-8a5b-010a7d032569,"Chapman, Solis and Davis",42309504-932f-4acb-af33-f5d6975a76ef,"Acosta, Ellis and Bryant",69b93cd0-575e-4958-8f3e-3c583a24ccd0,Hill LLC,523a30d9-ea3e-4f10-8872-6ad9718392a1,Kelly Inc,56a915af-00b3-413c-a194-682151239beb,Jason Wilson,10-04-2024,10-04-2024,10-04-2024,81,45,45,Delivered,Delivered,112.27,Paid
312a0db1-40ae-43f8-bbb7-1fbec67e529a,a0917470-b3bf-4532-ab44-1de1631d3e89,EcoFresh Water Bottle,3e683631-6fa5-46b0-ac77-0e7046f7b923,Mcknight-Steele,086a31b7-5cfc-4911-8b80-c69bc854aeab,"Scott, Wood and Santos",2166cd27-1851-42f7-9284-5721374cb5bd,Jacobs Inc,9b0a2c27-d37a-40b8-9211-b1effe6cc711,Macias-Smith,9442b0ac-140f-4345-8223-e31c4d880303,Rebecca Peters,16-06-2023,07-05-2024,07-05-2024,32,16,16,Shipped,In Transit,76.23,Overdue
13d84322-47ee-4897-9b8c-f5702dadafd5,317305e9-ec5b-4830-81a8-fd50546973a4,EcoFresh Water Bottle,5cb8b3f4-0d74-4cbe-9e99-1914c860857a,Griffith-Durham,77cb7710-fb63-4a8a-ac0e-e882357d02cd,White Ltd,a984737f-4441-4ea1-9e01-b5b7e4006fba,"Atkins, Bowman and Edwards",cc8c83af-9933-4a79-a833-5eef8df5d493,Ochoa-Gordon,cbcbe342-b498-42b2-8f99-5ce82948ea84,Kimberly Ochoa,19-03-2024,19-03-2024,31-05-2024,85,63,33,Ordered,Delivered,810.64,Pending
3f6fdb8d-38c7-4edd-af77-6bb3dbeb4b3d,5c149399-d37a-4deb-816b-1315409650d9,EcoFresh Water Bottle,88839e9b-28f3-4cf9-bf52-8244b8602c9c,"Cohen, Marsh and Beasley",8b52eacf-1cd2-44c3-b28e-f3b2d0e682f2,Wilson PLC,694fede7-4c04-46cd-9ab9-4e71839b19f4,Bell-Davis,fb6ba2e1-7743-4eb3-a5cf-0dbadd77cc67,Morrison PLC,bfe9a223-c56e-43e8-bbd7-abe44c92e2ec,Douglas Christensen,30-10-2023,20-04-2024,20-04-2024,87,7,7,Ordered,In Transit,636.61,Paid
6b09906e-0742-4de8-bd74-808c07d14ed1,3c577135-9e5a-406a-8952-1887a971d535,EcoFresh Water Bottle,86ce8623-a577-4ff2-9469-38b9c053b16c,Spencer Group,ab4f544e-852a-4a9a-be40-916d799f40ca,"Lewis, Vazquez and Mason",47ff7a8d-3d05-4508-9ff4-7badd2d5b71f,Fields Group,2d3a0182-6e96-414f-920f-516f26c70fa3,Zavala and Sons,b0fda354-a0aa-4b07-b066-070ab4256522,Walter Ford,17-06-2023,08-11-2023,08-11-2023,12,12,12,Shipped,In Transit,990.94,Pending
59b44bb6-7244-4de6-b3b9-5b1c51bfb7df,6e3ec594-421d-442a-a4af-fc37a89101f2,EcoFresh Water Bottle,85a82fbb-1366-43d9-8eca-85c4b82d733b,Silva Inc,5681e634-9bdf-4a89-81ef-69fad2118bd0,Mccoy-Johnson,0f6f5095-27bc-4883-b703-bbfdd99398e7,"Robinson, Mccoy and Harvey",0a1ae77c-5250-4414-9d69-4c4d84f202b1,"Allen, Banks and Ortiz",ff52c319-7a8b-4b4f-b52a-7b8b8bdc34de,Julie Mendoza,15-12-2023,28-03-2024,28-03-2024,57,57,46,Ordered,Delivered,545.45,Overdue
c7b35c1e-990c-4538-9875-89ff087a07e1,9e544bd8-37ef-4957-99ee-75b6962239be,EcoFresh Water Bottle,e622981c-0df7-4845-9052-0469667cbe64,"Smith, Le and Oconnor",2a3fbd6d-c147-42ee-b599-51ade572aa3a,"Griffin, Dixon and Hall",3bac63c5-94d4-4dfc-a2fb-dc2c3b23895d,Mccoy-Lewis,a514c766-b0d5-4a9b-ae3d-929bb20e0cda,Ramsey and Sons,d0c2fade-fd4e-4376-aa9b-0b4c02e9ffba,Tiffany Campbell,30-12-2023,30-12-2023,30-12-2023,19,2,2,Delivered,In Transit,763.42,Paid
d76b9e9b-9d5f-4401-88de-7b44e37a902c,2b4a7f11-5b68-4006-b90d-e3b6b15fd207,EcoFresh Water Bottle,0ae398ad-cd37-469c-9ac1-56f7b4c027f6,Porter LLC,84ab6d67-cf1f-4aa7-9c03-365a6358cf0a,"West, Lee and Harrison",a4529b7a-58aa-4558-867f-405a430e1285,"Fuentes, Garcia and Robinson",820b9d6a-5923-4e00-a6d9-52d93873d306,Ford LLC,ffbd74d2-d31c-45b4-aa5c-f2cf7229cb92,Carlos Matthews,17-01-2024,17-01-2024,08-04-2024,89,72,32,Ordered,Delivered,583.05,Pending
231f194b-71fa-4e22-a6a6-2b201630699b,2ed863f3-49c4-447a-8e66-c56f91b9b629,EcoFresh Water Bottle,cc828e77-c7cc-4494-918f-cb92574839d6,Jenkins Inc,b2773f11-6c3c-4cd2-b48f-5688874f485f,Holland-Stone,2ffd3261-584a-4dd3-8f61-92fe2ad0aa94,Hunter-Williams,932eff08-8ce1-4a21-952f-cfa4175054ae,Newman Group,a2728c29-6061-4c18-b182-0a022514fa46,Daniel Garrett,13-08-2023,20-08-2023,24-12-2023,7,7,7,Shipped,In Transit,731.61,Overdue
1c21d475-2bc1-425e-ba4c-c11272dbf1a5,1b6b1528-3166-4467-a3e6-d3916637462c,EcoFresh Water Bottle,04e7533a-ed0a-4aa6-b535-065e3046952a,Morgan-Smith,ee7ce940-9756-4bef-abc1-60bf9121e597,Yates-Cole,726174d9-6fc0-4c89-b531-5e58e1925388,"Strong, Christian and Santiago",0cfe5306-b8e4-49b8-951a-4d8397094ee3,"Chandler, Brown and Hobbs",44376340-54f7-4536-8d38-a41eb09c7e8a,Andrew Mosley,30-01-2024,30-01-2024,30-01-2024,36,36,36,Ordered,Delivered,818.87,Paid
21627e51-e0e3-4824-b117-995673281e8e,9f13ea57-fd69-4652-9689-fe894f968df7,EcoFresh Water Bottle,4742c271-f739-4ffc-9743-ca1ceb91087d,Matthews and Sons,3ce09349-2c8c-499d-9180-def2aac04724,Moore LLC,23d11416-025d-431c-8af0-c663fdde7852,Best Inc,97a554d3-61a7-4423-907c-0653eace0030,Nicholson PLC,efbc0c45-72d4-45ec-b68a-e92dc6b028a0,Christian Lang,03-04-2024,03-04-2024,03-04-2024,82,73,73,Delivered,Delivered,31.47,Paid
9c6ad478-bcdf-4291-ab47-a6ce27b4db56,7353b500-bc30-4520-b4b5-8651c489f293,GlowSmart LED Lamp,7546ec98-ef9d-4cfa-a8b1-4405353f02b9,Berry LLC,f39da5b3-c192-4633-bd5b-8fd1d936dbad,"Pierce, Moore and Coleman",d013c2ca-ebab-4cb4-998a-a946131918b8,"Weber, Roberts and Gomez",93c0e0df-0b63-4652-8ea7-15b3f7ac86ec,Thompson-Walker,e8135c70-af38-41f4-8576-b121cbaa4e48,Alison Weaver,03-05-2024,03-05-2024,03-05-2024,88,19,19,Delivered,Delivered,112.43,Overdue
2c5cebe3-41a3-430f-817e-bf8d4223f4ea,8ce144b4-b193-4e94-a1cf-ab652bffd6e3,GlowSmart LED Lamp,8bb55760-4bd5-4f86-b6cc-0ddd70d242f9,Young Inc,1b3a5335-6887-4a8b-b354-9aad9c57f441,"Taylor, Hall and Contreras",f9e837bc-863a-4e02-bd8b-cc1c92236d76,"Ingram, Smith and Swanson",26fe149c-d073-4b62-9cd5-adfc6497a08a,"Wiggins, Guzman and Jenkins",4a0685fb-0420-427d-9d82-89e74e7e2269,Christopher Romero,21-06-2023,06-01-2024,13-02-2024,7,7,7,Shipped,In Transit,811.04,Overdue
3f884d81-e694-42c3-a7dc-f412643ae197,5a49de4f-b667-4d5a-92b4-4350a5661f24,GlowSmart LED Lamp,f0116f93-0c2c-4dc0-8a67-2588ef72c260,Hines-Wong,b7f7d08e-9726-4c01-8ee7-d0a0a4c40710,Peterson-Lopez,a7d30bd7-2ce0-4389-b14d-3b695f7d0560,"Wagner, Davis and Williams",c8d852fb-cab5-4825-b7cd-334db2fc8a11,Kelly-Williams,33aaa23d-bc02-48b5-baa2-a3275d3c88b9,Donna Bowman,15-03-2024,15-03-2024,15-03-2024,3,3,3,Ordered,In Transit,307.82,Overdue
55be21a8-7e7c-4942-a33f-0b96435bf876,88eec386-0692-4517-8b83-497adaf5c55d,GlowSmart LED Lamp,bb21fd52-f6f2-474d-94bb-3cbf4cf6a897,Fox-Mills,6ab4f009-e069-4474-8d45-618c25f14a4d,Osborne PLC,e5212c32-d6ae-476a-b6ec-70ef52f6969f,Ochoa Inc,4998dbe5-d656-46e5-9bb7-dfb72b0a4aed,"Flowers, Schneider and Forbes",4dac0c7f-6b1b-44f2-b8b3-d928d57a6973,Jeffrey Jones,09-10-2023,21-01-2024,15-04-2024,88,28,28,Ordered,Delivered,865.12,Pending
3f4cc306-31dc-45cd-8770-049be0aa73ae,0603b25a-160e-4bf7-8dd4-492e3aae4e1d,GlowSmart LED Lamp,8253cd36-eb09-4064-94a4-8e4bac5b4d21,Wilson-Alvarado,9765c0d4-e25c-4bc4-86a1-1dab6056d21c,"Davis, Morris and Matthews",2a4962ec-c9b7-4e0a-a6ce-d0934802d0e8,Williams Ltd,c7fbb79d-96c9-475f-8e6f-7103571f1fc2,Hooper-Ortega,2b5dbe5e-4236-4853-b358-2122f1780c7c,Monica Mitchell,06-12-2023,06-12-2023,06-12-2023,65,13,13,Delivered,Delivered,207.4,Pending
b1bc4cc1-8d3b-430d-8a24-a903745aebfa,5a100d91-2608-4e11-9257-79beac08a756,GlowSmart LED Lamp,facc8b97-df95-4085-8ce6-b494efa7646b,"Johnson, Smith and Weaver",459d7714-6f9f-4ed1-89a1-12e40715e85e,Elliott-Patton,a661e81c-7041-4872-941f-4f26cf10f4b4,Ortiz-Armstrong,3575336b-65c6-4e61-8b1c-db6b8d417d1f,"Davis, Patterson and Stewart",2e0f1af7-a66c-4f54-b978-7c72a274999c,Bridget Hudson,03-09-2023,07-04-2024,07-04-2024,73,73,34,Ordered,In Transit,998.93,Pending
99494101-61b5-4ab9-9a34-d8bf667d933c,5fa16f94-43ba-4d64-a616-4e846cfa82b4,GlowSmart LED Lamp,a988d74b-98f6-482d-b9d5-a10a45f66fd4,Kennedy-Kelly,bad209ff-1e29-4963-9401-07f8b32c969a,"Watson, Sparks and Elliott",357c0e96-8694-40d5-b1dd-bf17dbf550ef,Johnson Ltd,a5803563-688b-4626-8157-fae60b0af128,Reeves-Moore,da3f5e0f-0c6d-4097-a2cb-5a6e566a6ca0,Melissa Espinoza,14-01-2024,29-03-2024,29-03-2024,70,47,47,Shipped,In Transit,49.81,Pending
424d7c46-2e88-4591-b8c3-2fc9d6bbf3d1,873c6bf4-3bc5-4761-8b95-77becfc703e1,GlowSmart LED Lamp,14557d95-6826-4d2f-a527-aa78cbaf7176,Ward-Sawyer,64592aa5-810d-4301-8c17-5e96311bfc57,Mcbride PLC,caa184de-3fc0-42b9-9173-7d5366f76937,"Schneider, Santos and Burns",9fc2ea72-ff99-4315-a867-d8715cbfbd9f,"Curtis, Ward and Taylor",7a0506cd-9648-4242-8b1c-9ff69a0d9052,Lisa Ray,29-11-2023,16-12-2023,16-12-2023,27,20,14,Delivered,Delivered,114.82,Paid
eeb4a2a8-523b-482f-9bea-af7b5d1c9890,ea75e954-8622-4212-828b-834e1d00e65d,GlowSmart LED Lamp,1e9ccca2-172f-48ed-ab86-59de825e45f4,"Alvarez, Gibson and Cordova",903e4795-d147-45b3-81a6-b2647a837cf1,"Perez, Peters and Bentley",11ae9ae4-d6c6-4502-ab3b-39bf32957a2e,Johnson LLC,af11427a-c53e-4a18-8641-a93a6df56f51,Delgado-Moreno,4dfc466a-8a27-4df6-99e5-85784be0be53,Kimberly Garza,14-01-2024,14-01-2024,06-05-2024,12,12,12,Delivered,Delivered,548.22,Pending
1910d3e0-f46f-4f69-b19d-7a77a7a39752,6090e4e2-0a85-42af-83c9-eff5dd4bcc11,GlowSmart LED Lamp,3e204d59-ccfa-4cdb-846c-004772e0ff6c,Banks Inc,d394cbba-e3e3-4ee1-8d64-aa6bf6a8d9c8,Paul-May,cf02ad94-f15a-432e-9678-4f9832671671,"Edwards, Stewart and Rodriguez",aa29ae7c-f7fc-48ec-bf9c-f1e8d3a4923a,"Le, Weiss and Dawson",51eec43d-4089-4d82-93b1-3c236a475885,Michael Warren,07-03-2024,07-03-2024,04-05-2024,3,3,3,Delivered,In Transit,662.88,Pending
6322de1e-baaa-49ce-8a05-3c13e2ef1824,1b97568b-cff0-4c0f-870d-7bc243a639a0,GlowSmart LED Lamp,fb6038bc-d50a-4f36-9efa-3c62607b3f8c,Yang Inc,24b7659b-eebc-4370-afe0-85938983a3a4,Richmond-Swanson,393bcb22-f257-47be-a0ee-42155bf1227c,"Lee, Ortiz and Ramirez",ad32b125-8bb9-49ae-a8e0-d3f9e83fb98b,Avery-Bennett,5073a293-94bf-494c-825b-47653061677d,Michael Carter,30-01-2024,09-05-2024,09-05-2024,65,6,6,Shipped,Delivered,187.32,Paid
b796e2f5-bb85-44aa-8fe4-293cff78b8fd,98ec4dca-8a1d-4980-b827-94e8cd8bc315,GlowSmart LED Lamp,2cc8ef05-82d3-4798-9c4e-6c265ced5525,Mills-Malone,50e500c0-f8d4-4cd7-83e6-ad9bef36a686,Murphy-Turner,2f288835-b494-4b53-91fc-f26d912e988a,"Smith, Martin and Roberts",e08ca513-72e0-4167-a51a-31a4737fa900,"Mosley, Rivas and Bean",1ff1235f-3fa1-4125-afcb-5a9b540d998e,Kenneth Kramer,08-03-2024,08-03-2024,08-03-2024,82,35,35,Delivered,Delivered,277.34,Overdue
65b0e7f0-8898-4d32-9a83-bd0f6d8f44cc,dfb8e415-175a-4659-9f24-6c287148ac8d,GlowSmart LED Lamp,505e622c-d23e-4a3e-8f75-40675bcd8b0f,Johnson-Vaughan,055895a3-a776-45c3-81c5-433a5b9e46d4,"Gardner, Perry and Molina",22a1d765-454d-4318-bb62-dca35a7b65f2,Preston Inc,397932c2-4441-4397-aaa7-cae1e8824edf,"White, Greene and Dixon",b5be1bfc-5810-4d10-8535-0784cb97b3e5,Daniel Lopez,02-08-2023,27-11-2023,26-03-2024,93,28,28,Shipped,Delivered,864.98,Paid
